Bellman-Ford,Dec,10000,0.2,0.04959339199922397
Dijkstra,Dec,10000,0.2,0.000758710997615708
Dynamic,Inc,10000,0.2,0.006398732999514323
Dynamic,Dec,10000,0.2,0.002722768000239739
Bellman-Ford,Mixed,10000,0.2,0.049208790998818586
Dijkstra,Mixed,10000,0.2,0.0007263900006364565
Dynamic,Mixed,10000,0.2,0.0031515920018136967
Bellman-Ford,Inc,10000,0.3,0.0494899080003961
Dijkstra,Inc,10000,0.3,0.0007460770029865671
Bellman-Ford,Dec,10000,0.3,0.06355704100133153
Dijkstra,Dec,10000,0.3,0.0008959580009104684
Dynamic,Inc,10000,0.3,0.006061079999199137
Dynamic,Dec,10000,0.3,0.004167625000263797
Bellman-Ford,Mixed,10000,0.3,0.05171134800184518
Dijkstra,Mixed,10000,0.3,0.0007311490007850807
Dynamic,Mixed,10000,0.3,0.003875508002238348
Bellman-Ford,Inc,10000,0.4,0.04774824700143654
Dijkstra,Inc,10000,0.4,0.0007306480001716409
Bellman-Ford,Dec,10000,0.4,0.048608057000819826
Dijkstra,Dec,10000,0.4,0.0007894980008131824
Dynamic,Inc,10000,0.4,0.005610567000985611
Dynamic,Dec,10000,0.4,0.004474139001104049
Bellman-Ford,Mixed,10000,0.4,0.048856401997909416
Dijkstra,Mixed,10000,0.4,0.0008011899990378879
Dynamic,Mixed,10000,0.4,0.0048189449989877176
Bellman-Ford,Inc,10000,0.5,0.04959396199774346
Dijkstra,Inc,10000,0.5,0.0007248769979923964
Bellman-Ford,Dec,10000,0.5,0.050940383996930905
Dijkstra,Dec,10000,0.5,0.0009324659986305051
Dynamic,Inc,10000,0.5,0.005329390001861611
Dynamic,Dec,10000,0.5,0.004985585997928865
Bellman-Ford,Mixed,10000,0.5,0.04879059800077812
Dijkstra,Mixed,10000,0.5,0.0007159300002967939
Dynamic,Mixed,10000,0.5,0.005565652001678245
Bellman-Ford,Inc,10000,0.1,0.05976716399891302
Dijkstra,Inc,10000,0.1,0.000751117000618251
Bellman-Ford,Dec,10000,0.1,0.052584683002351085
Dijkstra,Dec,10000,0.1,0.0007654430010006763
Dynamic,Inc,10000,0.1,0.0060140120003779884
Dynamic,Dec,10000,0.1,0.001200637998408638
Bellman-Ford,Mixed,10000,0.1,0.05031926100127748
Dijkstra,Mixed,10000,0.1,0.0008471260007354431
Dynamic,Mixed,10000,0.1,0.0012955460006196517
Bellman-Ford,Inc,10000,0.2,0.04965715099751833
Dijkstra,Inc,10000,0.2,0.0007455869999830611
Bellman-Ford,Dec,10000,0.2,0.048991645002388395
Dijkstra,Dec,10000,0.2,0.0007421390000672545
Dynamic,Inc,10000,0.2,0.005661130999214947
Dynamic,Dec,10000,0.2,0.0021359799975471105
Bellman-Ford,Mixed,10000,0.2,0.048970645999361295
Dijkstra,Mixed,10000,0.2,0.0007640699986950494
Dynamic,Mixed,10000,0.2,0.002303813998878468
Bellman-Ford,Inc,10000,0.3,0.04921999200087157
Dijkstra,Inc,10000,0.3,0.0007272620023286436
Bellman-Ford,Dec,10000,0.3,0.053150774001551326
Dijkstra,Dec,10000,0.3,0.0008103969994408544
Dynamic,Inc,10000,0.3,0.0054000829986762255
Dynamic,Dec,10000,0.3,0.003082462997554103
Bellman-Ford,Mixed,10000,0.3,0.04870866499913973
Dijkstra,Mixed,10000,0.3,0.000727672999346396
Dynamic,Mixed,10000,0.3,0.0031041729998833034
Bellman-Ford,Inc,10000,0.4,0.050230233999172924
